,lemma,main form,text,ent,count_terms,chi2
339,bon nombre,bon nombre,bon nombre,,14,94.46975966470198
340,règlement général,règlement général,règlement général | Règlement général,,14,94.46975966470198
341,modèle prédictif,modèle prédictif,modèles prédictifs | modèle prédictif,,14,100.76774364234878
342,homme blanc,homme blanc,homme blanc | hommes blancs | Homme blanc,,14,91.29578540545413
343,service numérique,service numérique,service numérique | services numériques,,14,100.76774364234878
344,mois dernier,mois dernier,mois dernier,,14,88.17177568705519
345,haut définition,haute définition,haute définition,,14,113.36371159764238
346,problème complexe,problème complexe,problèmes complexes | problème complexe,,14,88.17177568705519
347,élection présidentiel,élection présidentielle,élection présidentielle | élections présidentielles,,14,108.23860643527375
348,directeur scientifique,directeur scientifique,directeur scientifique | Directeur Scientifique | Directeur scientifique,,14,89.1376758878725
349,conseil national,conseil national,Conseil national | conseils nationaux,,14,119.66169557528916
350,opérateur télécom,opérateurs télécoms,opérateurs télécoms | opérateur télécoms | Opérateurs télécoms,,14,100.76774364234878
351,prochain décennie,prochaine décennie,prochaines décennies | prochaine décennie,,14,88.17177568705519
352,version bêta,version bêta,version bêta,,14,88.17177568705519
353,fort croissance,forte croissance,forte croissance | Forte croissance,,14,95.50465273700625
354,station f,station f,station F | Station F,,14,113.36371159764236
355,erreur humain,erreur humaine,erreurs humaines | erreur humaine,,14,94.46975966470198
356,donnée numérique,données numériques,données numériques,,13,89.1376758878725
357,économie mondial,économie mondiale,économie mondiale,,13,82.77069903873875
358,association droit,association droit,association Droits | association Droit,,13,118.94650030711149
359,luc julia,luc julia,LUC JULIA | Luc Julia | luc julia,,13,169.54931575298622
360,astrophysicien stephen,astrophysicien stephen,astrophysicien Stephen,,13,82.77069903873875
361,programme capable,programme capable,programme capable | programmes capables,,13,83.73410267673717
362,long date,longue date,longue date,,13,82.77069903873875
363,écran tactile,écran tactile,écrans tactiles | écran tactile,,13,95.50465273700625
364,juillet dernier,juillet dernier,juillet dernier,,13,82.77069903873875
365,oeil humain,oeil humain,oeil humain | yeux humains,,13,95.50465273700625
366,secteur priver,secteur privé,secteurs privés | secteur privé | secteurs privé,,13,89.1376758878725
367,institution financier,institution financière,institutions financières | institution financière,,13,109.49844196188705
368,usine digitale,usine digitale,Usine Digitale,,13,89.1376758878725
369,science social,science sociale,sciences sociales | science sociale,,13,96.6162723193121
370,robot autonome,robot autonome,robot autonome | robots autonomes,,13,114.6055832844075
371,relation humain,relation humaine,relations humaines | relation humaine,,13,89.1376758878725
372,formule mathématique,formule mathématique,formule mathématique | formules mathématiques,,13,95.50465273700625
373,meilleur qualité,meilleure qualité,meilleure qualité,,13,82.77069903873875
374,conférence international,conférence internationale,conférence internationale | Conférence internationale,,13,82.77069903873875
375,arme nucléaire,arme nucléaire,armes nucléaires | arme nucléaire,,13,122.380611604462
376,jeune start,jeune start,jeunes start | jeune start,,13,83.73410267673715
377,geoffrey hinton,geoffrey hinton,Geoffrey Hinton,,13,101.87162958614
378,grand acteur,grands acteurs,grands acteurs,,13,82.77069903873875
379,solution innovant,solution innovante,solutions innovantes | solution innovante | solutions innovants,,13,89.1376758878725
380,chercheur français,chercheur français,chercheurs français | chercheur français | chercheuse française,,13,82.77069903873875
381,laboratoire pharmaceutique,laboratoire pharmaceutique,laboratoires pharmaceutiques | laboratoire pharmaceutique,,13,95.50465273700625
382,tâche complexe,tâche complexe,tâches complexes | tâche complexe,,13,82.77069903873875
383,demis hassabis,demis hassabis,Demis Hassabis,,13,133.70651383180876
384,école polytechnique,école polytechnique,École polytechnique | école Polytechnique | École Polytechnique,,13,114.6055832844075
385,race humain,race humaine,race humaine,,13,82.77069903873875
386,bon résultat,bons résultats,bons résultats,,13,89.1376758878725
387,petit robot,petit robot,petit robot | petits robots,,13,109.49844196188705
388,expression facial,expression faciale,expression faciale | expressions faciales,,13,114.6055832844075
389,panneau solaire,panneaux solaires,panneaux solaires,,13,82.77069903873875
390,donnée historique,données historiques,données historiques,,13,127.339536982675
391,février dernier,février dernier,février dernier,,13,82.77069903873875
392,biais cognitif,biais cognitifs,biais cognitifs,,13,82.77069903873875
393,géant chinois,géant chinois,géant chinois | géants chinois,,13,108.23860643527375
394,conscience artificiel,conscience artificielle,conscience artificielle | consciences artificielles,,13,95.50465273700625
395,agent virtuel,agent virtuel,agent virtuel | agents virtuels,,13,109.49844196188707
396,petit entreprise,petite entreprise,petites entreprises | petite entreprise,,13,89.1376758878725
397,progrès technique,progrès technique,progrès technique | progrès techniques,,13,127.339536982675
398,publication scientifique,publication scientifique,publications scientifiques | publication scientifique,,13,89.1376758878725
399,décision final,décision finale,décision finale,,13,82.77069903873875
400,centre commercial,centre commercial,centres commerciaux | centre commercial,,13,89.1376758878725
401,nouveau plateforme,nouvelle plateforme,nouvelle plateforme | nouvelles plateformes,,13,101.87162958614
402,communauté scientifique,communauté scientifique,communauté scientifique,,12,77.29301785544969
403,donnée clinique,données clinique,données cliniques | données clinique,,12,77.29301785544969
404,question simple,questions simples,questions simples,,12,90.17518749802463
405,trou noir,trou noir,trou noir | trous noirs,,12,154.17932897236417
406,faux vidéo,fausses vidéos,fausses vidéos | fausse vidéo | Fausses vidéos,,12,79.29766687140766
407,donnée pertinent,donnée pertinente,données pertinentes | donnée pertinente | données pertinente,,12,77.29301785544969
408,jeune homme,jeune homme,jeune homme | jeunes hommes,,12,103.05735714059959
409,élément clé,élément clé,élément clé | éléments clés,,12,77.29301785544969
410,cas précis,cas précis,cas précis,,12,77.29301785544969
411,groupe américain,groupe américain,groupe américain | groupes américains,,12,83.73410267673717
412,nouveau technique,nouvelle technique,nouvelles techniques | nouvelle technique,,12,83.73410267673717
413,pan entier,pan entier,pans entiers | pan entier,,12,83.73410267673717
414,carte bancaire,cartes bancaires,carte bancaire | cartes bancaires | Cartes Bancaires,,12,92.51394468330894
415,cadre légal,cadre légal,cadre légal,,12,77.29301785544969
416,information relatif,informations relatives,informations relatives,,12,77.29301785544969
417,opérateur humain,opérateur humain,opérateurs humains | opérateur humain,,12,84.7746578764931
418,décision humain,décision humaine,décisions humaines | décision humaine,,12,83.73410267673717
419,intérêt général,intérêt général,intérêt général | intérêt généraux,,12,90.17518749802463
420,catastrophe naturel,catastrophe naturelle,catastrophe naturelle | catastrophes naturelles,,12,77.29301785544969
421,revue science,revue science,revue Science,,12,77.29301785544969
422,grand vitesse,grande vitesse,grande vitesse,,12,77.29301785544969
423,analyse automatique,analyse automatique,analyse automatique | Analyse automatique,,12,91.2957854054541
424,république numérique,république numérique,République numérique | République Numérique,,12,77.29301785544969
425,meilleur prix,meilleur prix,meilleur prix | meilleurs prix,,12,85.9058057773583
426,général adjoint,général adjoint,général adjoint | générale adjointe | Général Adjoint,,12,90.17518749802464
427,meilleur moyen,meilleur moyen,meilleur moyen | meilleurs moyens,,12,77.29301785544969
428,comportement humain,comportement humain,comportements humains | comportement humain,,12,78.2535303475321
429,médecin généraliste,médecin généraliste,médecins généralistes | médecin généraliste,,12,90.17518749802464
430,table rond,table ronde,table ronde | tables rondes,,12,83.73410267673717
431,solution intelligent,solution intelligente,solutions intelligentes | solution intelligente | solution intelligentes,,12,102.13214402119185
432,informatique cognitif,informatique cognitif,informatique cognitive | informatique cognitif,,12,83.73410267673715
433,processus métier,processus métier,processus métier | processus métiers,,12,96.61627231931212
434,col blanc,col blanc,cols blancs | col blanc,,12,90.17518749802464
435,université stanford,université stanford,université Stanford,,12,77.29301785544969
436,abonnement mensuel,abonnement mensuel,abonnement mensuel | Abonnement mensuel,,12,78.25353034753209
437,messagerie instantané,messagerie instantanée,messagerie instantanée | messageries instantanées,,12,84.7746578764931
438,nouveau expérience,nouvelle expérience,nouvelles expériences | nouvelle expérience,,12,78.25353034753209
439,rythme cardiaque,rythme cardiaque,rythme cardiaque | rythmes cardiaque,,12,83.73410267673717
440,réflexion éthique,réflexion éthique,réflexion éthique,,12,90.17518749802464
441,modèle statistique,modèle statistique,modèle statistique | modèles statistiques,,12,83.73410267673717
442,huffington post,huffington post,Huffington Post,,12,90.17518749802464
443,nouveau étape,nouvelle étape,nouvelle étape | Nouvelle étape,,12,77.29301785544969
444,dernier mot,dernier mot,dernier mot,,12,83.73410267673715
445,professeur émérite,professeure émérite,professeur émérite | PROFESSEURE ÉMÉRITE,,12,77.29301785544969
446,marché français,marché français,marché français | marchés français,,12,78.25353034753209
447,second guerre,seconde guerre,Seconde Guerre | seconde guerre,,12,77.29301785544969
448,usine nouveau,usine nouvelle,Usine Nouvelle | Usine nouvelle,,12,96.6162723193121
449,système autonome,système autonome,systèmes autonomes | système autonome,,12,97.8169129344151
450,apprentissage statistique,apprentissage statistique,apprentissage statistique,,12,109.49844196188705
